id,titel,beruf,arbeitgeber,eintrittsdatum,aktuelleVeroeffentlichungsdatum,ort,region,plz,land
10000-1205875914-S,Software Business Analyst (m/w/d),Product Owner,esz AG calibration & metrology,2026-03-18,2026-03-18,Eichenau bei München,Bayern,82223,Deutschland
14092-300195-S,Teamleiter Software-Entwicklung (m/w/d),Softwareentwickler/in,Helios Ventilatoren GmbH + Co KG,2026-03-23,2026-03-23,Villingen-Schwenningen,Baden-Württemberg,78056,Deutschland
15537-JOB-821936-S,Qualitätsmanager- Software (m/w/d),Fachkraft - Qualitätssicherung/-management,KNDS Deutschland GmbH & Co. KG,2026-03-24,2026-02-02,"Kassel, Hessen",Hessen,34127,Deutschland
15861-44039197-316-S,IT Software Engineer (m/w/d),Softwareentwickler/in,Fraunhofer-Gesellschaft e.V. Zentrale München,2026-06-01,2026-03-17,"Chemnitz, Sachsen",Sachsen,09126,Deutschland
12511-2021X0000029118-S,Software-/Webentwickler (m/w/d),Fachinformatiker/in - Anwendungsentwicklung,PFREUNDT GmbH,2026-04-02,2021-11-04,Südlohn,Nordrhein-Westfalen,46354,Deutschland
12634-BB-638949-7878-2280-S,C++ Software Developer (m/w/d),Softwareentwickler/in,Akkodis Germany Tech Experts GmbH,2026-03-14,2026-03-13,"Nürnberg, Mittelfranken",Bayern,90489,Deutschland
12608-1391947-4078-1-S,Software Engineer Full Stack (m/w/d),Informatiker/in,REWE digital GmbH,2026-04-03,2026-04-02,Köln,Nordrhein-Westfalen,51149,Deutschland
12265-407506_JB5109804-S,Software Developer Embedded Linux (m/w/d),Softwareentwickler/in,FERCHAU GmbH Niederlassung Hannover,2026-04-01,2026-03-30,Hannover,Niedersachsen,30655,Deutschland
12265-290598_JB5100681-S,Entwicklungsingenieur Embedded Software (m/w/d),Ingenieur/in - Elektrotechnik,FERCHAU GmbH Niederlassung Giessen,2026-04-01,2026-03-20,Fulda,Hessen,36037,Deutschland
10001-1001165653-S,Senior Software Developer / Software Architect (m/w/d),Software-Architect,inray Industriesoftware GmbH,2026-01-29,2025-02-19,"Schenefeld, Mittelholstein",Schleswig-Holstein,25560,Deutschland
19380-05fybfnzgz-S,Research Software Engineer,Softwareentwickler/in,Forschungszentrum Jülich GmbH P-VA Personalabrechnung,2026-03-25,2026-03-17,Jülich,Nordrhein-Westfalen,52428,Deutschland
16604-949821-007-S,Software Ingenieur (m/w/d),Ingenieur/in - Systems Engineering,thyssenkrupp AG,2026-01-22,2026-01-22,Bremen,Bremen,28309,Deutschland
12518-ZC8YLD-KF5-S,Business Software Consultant Beschaffung (m/w/d),Unternehmensberater/in,Scopevisio AG,2026-04-01,2026-04-01,Bonn,Nordrhein-Westfalen,53227,Deutschland
14418-45109-1757934-0-S,IT Administrator - Software Deployment und Packaging (m/w/d),Software-Architect,Schmieder GmbH Unternehmensberatung,2026-03-07,2026-03-06,Friedrichshafen,Baden-Württemberg,88045,Deutschland
12265-500749_JB5113337-S,Embedded Software Engineer (m/w/d) E-Mobility,Embedded-Systems-Entwickler/in,FERCHAU GmbH Niederlassung Paderborn,2026-04-02,2026-04-02,Schieder-Schwalenberg,Nordrhein-Westfalen,32816,Deutschland
12265-293332_JB5090817-S,Embedded Software Engineer (m/w/d),Softwareentwickler/in,FERCHAU GmbH Vertriebsstützpunkt Greifswald,2026-04-01,2026-03-10,"Neubrandenburg, Mecklenburg",Mecklenburg-Vorpommern,17033,Deutschland
16558-0063769304-S,Teamleitung Software Sales (w/m/d),Sales-Manager/in,MAIT Germany GmbH,2026-04-01,2026-03-26,Unbekannt,Unbekannt,Unbekannt,Deutschland
10001-1002779646-S,Entwicklungsingenieur (m/w/d) Embedded Software,Informatiker/in,Diehl Defence GmbH & Co. KG,2026-03-17,2026-03-17,"Überlingen, Bodensee",Baden-Württemberg,88662,Deutschland
12117-28744586-YF-S,Software Engineer - Angular/.net 8 (m/w/d),Frontend-Entwickler/in,CHEFS CULINAR Software und Consulting GmbH & Co. KG,2026-04-01,2026-04-01,Weeze,Nordrhein-Westfalen,47652,Deutschland
16604-949017-007-S,Systemingenieur (m/w/d) Software,Ingenieur/in - Systems Engineering,thyssenkrupp AG,2026-01-15,2026-01-15,Bremen,Bremen,28309,Deutschland
18316-2704211771628401-S,ccc software gmbh: Senior Softwareentwickler .NET / C# (m/w/d) Industrie,Softwareentwickler/in,ccc software gmbh,2026-02-22,2026-02-22,Leipzig,Sachsen,04107,Deutschland
16821-13698853-S,Elektrotechniker für Hard- und Software,Ingenieur/in - Elektrotechnik,Delta M2 GmbH,2026-03-18,2026-03-18,"Neuried, Kreis München",Bayern,82061,Deutschland
12265-493150_JB5089560-S,Matlab Software Engineer (m/w/d),Softwareentwickler/in,FERCHAU GmbH Niederlassung Hamburg-City,2026-04-01,2026-03-09,Wedel,Schleswig-Holstein,22880,Deutschland
12513-0007633839-S,Kundenberater/ ERP-Berater/ Software-Consultants für Hand...,Außendienstmitarbeiter/in,STREIT Software GmbH,2026-03-24,2026-03-24,Hannover,Niedersachsen,30159,Deutschland
14225-ecb7f9a011d3364a-S,Software Engineer (m/w/d),Ingenieur/in - Systems Engineering,Swarco AG,2026-04-02,2026-03-24,Berlin,Berlin,10407,Deutschland
14225-118eb3c632c7dcf5-S,Software Engineer (m/w/d),Ingenieur/in - Systems Engineering,Swarco AG,2026-04-02,2026-03-24,Berlin,Berlin,10407,Deutschland
12265-484144_JB5100324-S,Testingenieur - Software / Hardware (m/w/d),Testingenieur/in,FERCHAU GmbH Niederlassung München Mobility,2026-04-01,2026-03-20,München,Bayern,80687,Deutschland
10001-1002637009-S,Embedded Software Engineer (m/w/d),Backend-Entwickler/in,Mietwasch GmbH & Co. KG,2026-03-23,2026-02-20,"Puchheim, Oberbayern",Bayern,82178,Deutschland
11956-2951961774908001-S,Robotron Datenbank-Software GmbH: Datenbankentwickler (Oracle) (m/w/d),Softwareentwickler/in,Robotron Datenbank-Software GmbH,2026-03-31,2026-03-31,Dresden,Sachsen,01189,Deutschland
18055-r13849-S,Embedded Software Developer (m/w/d),Softwareentwickler/in,cigus GmbH,2026-03-09,2026-03-06,Immenstaad am Bodensee,Baden-Württemberg,88090,Deutschland
10001-1001692087-S,Fullstack Software Developer (m/w/d),Fullstack-Entwickler/in,S & P Software Consulting u. Solutions GmbH,2026-03-27,2025-08-18,Leipzig,Sachsen,04179,Deutschland
13151-1557327-1-S,Werkstudent*in Software & KI für Elektrofahrzeuge,Softwareentwickler/in,Mercedes-Benz Group AG,2026-05-01,2026-03-30,Sindelfingen,Baden-Württemberg,71063,Deutschland
12634-BB-638682-7878-5558-S,Software Engineer DevOps (m/w/d),Softwareentwickler/in,Akkodis Germany Tech Experts GmbH,2026-03-05,2026-03-05,Bremen,Bremen,28199,Deutschland
11112-1396-1762704-0-S,Spezialist Software Engineering (m/w/d),Informatiker/in,Haas Zeitarbeit GmbH,2026-04-15,2026-03-25,München,Bayern,80807,Deutschland
13433-GX73HVY7UXPQM23C-S,Software Developer (m/f/d),Ingenieur/in - Elektrotechnik,Da Vinci Engineering GmbH,2026-03-19,2026-03-19,Frankfurt am Main,Hessen,60320,Deutschland
10001-1001533146-S,Software Consultant (m/w/d),Anwendungsberater/in,LCS Computer Service GmbH,2026-03-20,2025-06-25,Potsdam,Brandenburg,14473,Deutschland
13635-01548ca2_JB5096424-S,KEY ACCOUNT MANAGER / ERP SOFTWARE | OSTDEUTSCHLAND (M/W/D),Account-Manager/in,Wilken Software Group,2026-03-16,2026-03-16,"Greven, Westfalen",Nordrhein-Westfalen,48268,Deutschland
12465-1553093-1-S,Software Ingenieur (w/m/d) Automatisierungstechnik,Ingenieur/in - Elektrotechnik,Siemens AG,2026-03-23,2026-03-19,"Fürth, Odenwald",Hessen,64658,Deutschland
17820-20237basqj3u-001-S,(Key) Account Manager - Software (m/w/d),Account-Manager/in,ITB-GmbH,2026-03-16,2025-02-27,Kamp-Lintfort,Nordrhein-Westfalen,47475,Deutschland
12265-462445_JB5097345-S,Software-Testingenieur (m/w/d) Raumfahrt,IT-Tester/in,FERCHAU GmbH Niederlassung Bremen City,2026-04-01,2026-03-17,Bremen,Bremen,28199,Deutschland
10001-1002707735-S,Systementwickler (m/w/d) Elektronik / Software,Softwareentwickler/in,KESSEL SE + Co. KG,2026-03-05,2026-03-04,Lenting,Bayern,85101,Deutschland
13319-867170/1_603506LS-S,Software Engineer Backend (m/w/d),Ingenieur/in - Elektrotechnik,Hays Professional Solutions GmbH Standort Stuttgart,2026-03-23,2026-03-23,Unbekannt,Baden-Württemberg,Unbekannt,Deutschland
10001-1000810487-S,Kundenmanagement CRM Software (m/w/d) | Konstanz,IT-Vertriebsbeauftragte/r,combit Software GmbH,2026-02-17,2025-02-03,Konstanz,Baden-Württemberg,78467,Deutschland
10000-1205966728-S,Software Requirements Engineer (m/w/d),Informatiker/in,TN CuRA GmbH,2026-03-25,2026-03-25,Aachen,Nordrhein-Westfalen,52070,Deutschland
11956-2959791774908001-S,Robotron Datenbank-Software GmbH: Bilanzbuchhalter (m/w/d),Bilanzbuchhalter/in/Bachelor Professional in Bilanzbuchhaltung,Robotron Datenbank-Software GmbH,2026-03-31,2026-03-31,Dresden,Sachsen,01189,Deutschland
10001-1002781726-S,Trainee Software-Consultant (m/w/d),Fachberater/in - Softwaretechniken,Agenda Informationssysteme GmbH & Co. KG,2026-03-17,2026-03-17,"Rosenheim, Oberbayern",Bayern,83026,Deutschland
16481-1838215-S,Projektmanager - Software Implementierung (m/w/d),Projektleiter/in,SiebenWunder GmbH,2026-03-19,2026-03-19,Jena,Thüringen,07745,Deutschland
13635-f75291c6_JB5099200-S,Software- und Anwendungsbetreuer*in ABAS (m/w/d),Anwendungsberater/in,LHG Karlsruhe,2026-03-19,2026-03-19,"Karlsruhe, Baden",Baden-Württemberg,76135,Deutschland
10000-1206060641-S,Mitarbeiter in der Pflege (m/w/d),Pflegefachmann/-frau (Altenpflege),Cellitinnen-Seniorenhaus St. Josef,2026-05-01,2026-04-02,"Schweich, Mosel",Rheinland-Pfalz,54338,Deutschland
12951-062ba360-6e2e-48a9--S,Mitarbeiter in der Pflege (m/w/d),Altenpfleger/in,Stiftung Liebenau Kirchliche Stiftung privaten Rechts,2026-03-31,2026-03-31,Friedrichshafen,Baden-Württemberg,88048,Deutschland
12951-78fd2747-1995-4f79--S,Pflege- und Erziehungshelfer (m/w/d),Altenpfleger/in,Stiftung Liebenau Kirchliche Stiftung privaten Rechts,2026-03-31,2026-03-31,Bad Wurzach,Baden-Württemberg,88410,Deutschland
12951-673ae76e-0cf2-42df--S,Mitarbeiter in der Pflege (m/w/d),Altenpfleger/in,Stiftung Liebenau Kirchliche Stiftung privaten Rechts,2026-03-31,2026-03-31,"Weingarten, Württemberg",Baden-Württemberg,88250,Deutschland
13520-0063905669-S,Ergotherapeut (m/w/d) in der Pflege,Ergotherapeut/in,Alloheim Senioren-Residenzen SE,2026-04-01,2026-03-31,Helmstedt,Niedersachsen,38350,Deutschland
10001-1002761393-S,Quereinsteiger (m/w/d)* in der Pflege,Altenpflegehelfer/in,DRK Rostock Wohnen und Pflege gGmbH,2026-03-16,2026-03-13,Rostock,Mecklenburg-Vorpommern,18106,Deutschland
16405-0063944378-S,Praxisanleitung (m/w/d) in der Pflege,Pflegefachmann/-frau (Altenpflege),Diako Thüringen gem. GmbH,2026-04-03,2026-04-02,Jena,Thüringen,07745,Deutschland
12412-99f30896_JB5113461-S,Pflegedienstleitung (m/w/d) ambulante Pflege,Pflegedienstleiter/in,pluss Personalmanagement GmbH Career-People-Düsseldorf,2026-06-01,2026-04-02,Dortmund,Nordrhein-Westfalen,44135,Deutschland
10001-1002869142-S,Job Fahrdienst Pflege,Taxifahrer/in,GS Company Cottbus GmbH & Co. KG,2026-04-02,2026-04-02,Cottbus,Brandenburg,03044,Deutschland
14751-269A12442-S,Praxisanleiter Pflege (m/w/d),Praxisanleiter/in - Pflegeberufe,Recrutis Consulting GmbH,2026-03-31,2026-03-31,"Eisenach, Thüringen",Thüringen,99817,Deutschland
12016-10004211894-S,Kosmetik und Pflege (m/w/d),Verkäufer/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,2026-04-01,2026-03-31,Berlin,Berlin,12681,Deutschland
12688-28839262-RJA-S,Pflegedienstleitung in der ambulanten Pflege (m/w/d),Pflegedienstleiter/in,Pflege- und Betreuungsdienste Dortmund,2026-03-27,2026-03-27,Dortmund,Nordrhein-Westfalen,44269,Deutschland
14795-65082_117308-S,Pflege- und Hilfebedarfsmitteilung,Altenpfleger/in,Bezirksamt Charlottenburg- Wilmersdorf von Berlin,2026-06-01,2026-03-27,Berlin,Berlin,10585,Deutschland
10001-1002845982-S,Hilfe in der Pflege,Pflegeassistent/in (Altenpflege),Ambulante Kranken- und Altenpflege Würzberger,2026-03-30,2026-03-30,Wiesbaden,Hessen,65183,Deutschland
10001-1002825870-S,Helfer (m/w/d) Pflege,Altenpflegehelfer/in,GS Company Cottbus GmbH & Co. KG,2026-03-25,2026-03-25,Bad Grund (Harz),Niedersachsen,37539,Deutschland
10001-1002825946-S,Fachkraft (m/w/d) Pflege,Altenpfleger/in,GS Company Cottbus GmbH & Co. KG,2026-03-25,2026-03-25,Ellrich,Thüringen,99755,Deutschland
15718-k43631.9253-S,Wohnbereichsleitung Pflege (m/w/d),Pflegefachmann/-frau (Altenpflege),BPG Barnim Pflege GmbH,2026-03-17,2026-03-16,Bernau bei Berlin,Brandenburg,16321,Deutschland
18024-100PJ000Uq71I-S,Pflegefachkraft für die Ambulante Pflege (m/w/d),Altenpfleger/in,St. Clemens GmbH,2026-05-02,2026-04-02,Telgte,Nordrhein-Westfalen,48291,Deutschland
12951-9ec0cbad-9a59-4e70--S,Pflegefachkraft (m/w/d) Junge Pflege,Altenpfleger/in,Alloheim Senioren-Residenzen SE ,2026-04-02,2026-04-02,Mönchengladbach,Nordrhein-Westfalen,41061,Deutschland
12951-271d9db2-f1df-4da7--S,Pflegefachkraft (m/w/d) Junge Pflege,Altenpfleger/in,Alloheim Senioren-Residenzen SE ,2026-04-02,2026-04-02,"Langenfeld, Eifel",Rheinland-Pfalz,56729,Deutschland
14752-155639-S,"Pflege-, Berufs- oder Medizinpädagog*innen m/w/d",Pflegepädagoge/-pädagogin,DIAKOVERE,2026-04-02,2026-04-02,Hannover,Niedersachsen,30169,Deutschland
14385-449-2546496-26-S,Hilfskraft Pflege (m/w/d) ,Helfer/in - stationäre Krankenpflege,ARWA Personaldienstleistungen GmbH,2026-04-06,2026-03-31,Wernigerode,Sachsen-Anhalt,38855,Deutschland
15235-k43552.199584-S,Pflegedienstleitung für die stationäre Pflege (m/w/d),Pflegedienstleiter/in,rocket match powered by notificAI GmbH,2026-04-02,2026-04-01,Hennef (Sieg),Nordrhein-Westfalen,53773,Deutschland
13635-45b1dab8_JB5110599-S,Verwaltungsangestellte  (m/w/d) in der Pflege   ,Kaufmännische Fachkraft,Mirabelle Care GmbH & Mirabelle Holding GmbH,2026-03-31,2026-03-31,"Gotha, Thüringen",Thüringen,99867,Deutschland
10001-1001427885-S,Teamleitung Pflege (m/w/d),Altenpfleger/in,Benjamin Akel / Ambulante-Pflege Lebenswege,2026-03-30,2025-05-16,Obergünzburg,Bayern,87634,Deutschland
10001-1002857589-S,Bereichsleitung Pflege,Pflegefachmann/-frau (Altenpflege),Diakonie Allgäu e.V.,2026-03-31,2026-03-31,Kempten (Allgäu),Bayern,87435,Deutschland
10000-1203367285-S,Spaß an der Pflege?,Altenpfleger/in,Pflege vor Ort Petra Geitz,2026-03-16,2025-08-07,Markt Bibart,Bayern,91477,Deutschland
10001-1002824420-S,Nachtbetreuung Pflege (m/w/d) – Seniorenheim Altenholz,Nachtwache - Pflege,GS Company Cottbus GmbH & Co. KG,2026-03-25,2026-03-25,Kiel,Schleswig-Holstein,24106,Deutschland
10001-1002862428-S,Alternative zur Pflege,Pflegefachmann/-frau (Altenpflege),Barrierefrei Leben e.V.,2026-04-01,2026-04-01,Hamburg,Hamburg,22297,Deutschland
10001-1000249751-S,Pflege,Recruiter/in,LM Personal Service GmbH,2024-05-29,2024-05-22,Wiesbaden,Hessen,65203,Deutschland
14385-469-2546975-26-S,Hilfskraft in der Pflege (m/w/d) dringend,Altenpflegehelfer/in,ARWA Personaldienstleistungen GmbH,2026-04-06,2026-03-31,Falkenstein/Vogtland,Sachsen,08223,Deutschland
12781-16215937-KAL-S,Fachleitung Pflege (m/w/d),Pflegedienstleiter/in,Lafim-Diakonie für Menschen im Alter,2026-03-25,2026-03-25,Teltow,Brandenburg,14513,Deutschland
13242-k11235.7207-S,Teamleitung Pflege (m/w/d),Pflegefachmann/-frau (Gesundheits- und Krankenpflege),Klinik Sonnenalm GmbH & Co.KG Mutter-Kind-Klinik,2026-04-02,2026-04-01,Oberstaufen,Bayern,87534,Deutschland
13635-36eb5169_JB5109109-S,Vorarbeiter (m/w/d) Pflege,Gärtner/in - Garten- und Landschaftsbau,GarLa Gruppe Deutschland GmbH,2026-03-30,2026-03-30,"Nürnberg, Mittelfranken",Bayern,90427,Deutschland
18024-100aR0001Jr0u-S,Leitung OP-Pflege (m/w/d),Fachkrankenschwester/-pfleger - Operationsdienst,Klinikum Esslingen GmbH,2026-05-02,2026-04-02,Esslingen am Neckar,Baden-Württemberg,Unbekannt,Deutschland
18024-100PJ000UnO0Z-S,Sozialarbeiter für Junge Pflege (m/w/d),Sozialarbeiter/in / Sozialpädagoge/-pädagogin,Heimstatt St. Barbara e. V.,2026-05-02,2026-04-02,Duisburg,Nordrhein-Westfalen,Unbekannt,Deutschland
13520-0063907514-S,Pflegefachkraft (m/w/d) Junge Pflege,Altenpfleger/in,Alloheim Senioren-Residenzen SE,2026-04-01,2026-03-31,Speyer,Rheinland-Pfalz,67346,Deutschland
10001-1002869031-S,Azubi (m/w/d) für generalistische Pflege,Pflegefachmann/-frau (Ausbildung),SUAVIA Gesundheit gGmbH SUAVIA Stiftungsklinik Weißenhorn,2026-09-01,2026-04-02,Weißenhorn,Bayern,89264,Deutschland
14893-0063879964-S,Pflegefachkraft (w/m/d) ambulante Pflege,Altenpfleger/in,AGAPLESION Bethanien Diakonie gGmbH,2026-03-31,2026-03-31,Rotenburg (Wümme),Niedersachsen,27356,Deutschland
14893-0063879909-S,Pflegehelfer (w/m/d) ambulante Pflege,Altenpfleger/in,AGAPLESION Bethanien Diakonie gGmbH,2026-03-31,2026-03-31,Rotenburg (Wümme),Niedersachsen,27356,Deutschland
12951-81739713-2139-4a22--S,Praxisanleitung in der Pflege (m/w/d),Fachlehrer/in - berufliche/allgemeinbildende Schulen,Stiftung Liebenau Kirchliche Stiftung privaten Rechts,2026-03-31,2026-03-31,"Flachslanden, Mittelfranken",Bayern,91604,Deutschland
10000-1205997225-S,Qualitätsmanagementbeauftragte/r in der Pflege (m/w/d),Qualitätsbeauftragte/r - Gesundheits-/Sozialwesen,Haus Viktoria Luise Wohn- und Pflegeheim für Behinderte,2026-03-27,2026-03-27,Rehburg-Loccum,Niedersachsen,31547,Deutschland
15079-k28811.4627-S,Pflegedienstleitung (m/w/d) für die ambulante Pflege,Pflegedienstleiter/in,Cosmea Pflege Holding GmbH,2026-03-18,2026-03-17,"Friedrichsthal, Saar",Saarland,66299,Deutschland
10001-1002761615-S,Werkstudent (m/w/d)* in der Pflege,Pflegefachmann/-frau (Altenpflege),DRK Rostock Wohnen und Pflege gGmbH,2026-03-16,2026-03-13,Rostock,Mecklenburg-Vorpommern,18106,Deutschland
15079-k28811.4673-S,Betriebsleitung (m/w/d) – ambulante Pflege,Pflegedirektor/in,Cosmea Pflege Holding GmbH,2026-03-31,2026-03-30,Mannheim,Baden-Württemberg,68259,Deutschland
15079-k28811.4672-S,Betriebsleitung (m/w/d) – ambulante Pflege,Pflegedirektor/in,Cosmea Pflege Holding GmbH,2026-03-31,2026-03-30,"Karlsruhe, Baden",Baden-Württemberg,76139,Deutschland
10001-1002861775-S,Stellenangebot - Ambulante Pflege!,Pflegefachmann/-frau (Altenpflege),eMWe - Ambulanter Pflegedienst GmbH,2026-04-01,2026-04-01,Köln,Nordrhein-Westfalen,51149,Deutschland
12951-22e01fe8-4d73-49fe--S,Quereinsteiger (Pflege- und Erziehungshelfer) (m/w/d),Altenpfleger/in,Stiftung Liebenau Kirchliche Stiftung privaten Rechts,2026-03-31,2026-03-31,Bodnegg,Baden-Württemberg,88285,Deutschland
12951-b6482c74-130a-43ef--S,Pflegehelfer (m/w/d) für die ambulante Pflege,Altenpfleger/in,Doc's Pflegedienst GmbH,2026-03-31,2026-03-31,Kelkheim (Taunus),Hessen,65779,Deutschland
13243-16230241-JB-S,Pflegefachkraft (m/w/d) für die ambulante Pflege,Pflegefachmann/-frau (Ausbildung),Caritasverband Gießen e.V.,2026-04-02,2026-04-02,Bad Vilbel,Hessen,61118,Deutschland
12016-10004217245-S,Betreuungskraft in Ambulanter Pflege (m/w/d),Betreuungskraft / Alltagsbegleiter/in,PerZukunft Arbeitsvermittlung GmbH&Co.KG,2026-04-05,2026-04-01,Berlin,Berlin,12681,Deutschland
10000-1205451014-S,Schülerpraktikum in der Pflege (m/w/d),Pflegefachmann/-frau (Gesundheits- und Krankenpflege),Pflege Bode GmbH,2026-03-04,2026-02-10,Mülheim an der Ruhr,Nordrhein-Westfalen,45481,Deutschland
11081-I3VGAZ1YUOHWWFOH-S,Pflegefachkraft (w/m/d) ambulante Pflege,Pflegefachmann/-frau (Altenpflege),MANPOWER GmbH & Co. KG,2026-04-01,2026-04-01,"Karlsruhe, Baden",Baden-Württemberg,76131,Deutschland
12117-28792407-YF-S,Qualitätsbeauftragte/r in der Pflege (m/w/d),Fachkraft - Qualitätssicherung/-management,BRK-Kreisverband München,2026-04-01,2026-04-01,München,Bayern,81379,Deutschland
12618-166936-S,Pflegehelfer*in in der ambulanten Pflege,Altenpflegehelfer/in,AWO Pflege Schleswig-Holstein gGmbH,2026-03-20,2026-03-20,"Lauenburg, Elbe",Schleswig-Holstein,21481,Deutschland
10001-1002867641-S,Altenpflegehelfer/Krankenpflegehelfer (m/w/d) in der ambulanten Pflege,Altenpflegehelfer/in,Gesundheits- und Pflegezentrum Alsfeld gGmbH i.G.,2026-04-02,2026-04-02,Alsfeld,Hessen,36304,Deutschland
10000-1199801864-S,Schülerpraktikum in der Pflege,Pflegefachmann/-frau (Altenpflege),Pflege Behmenburg GmbH,2026-01-26,2024-08-15,Mülheim an der Ruhr,Nordrhein-Westfalen,45470,Deutschland
15235-k43552.197349-S,Praxisanleiter (m/w/d) in der Pflege,Praxisanleiter/in - Pflegeberufe,rocket match powered by notificAI GmbH,2026-03-21,2026-03-20,Menden (Sauerland),Nordrhein-Westfalen,58706,Deutschland
12618-169755-S,Qualitätskoordinator*in Pflege,Qualitätsmanager/in,AWO GESA GmbH,2026-03-25,2026-03-19,Köln,Nordrhein-Westfalen,50765,Deutschland
10000-1206065170-S,Pflegefachkraft (m/w/d) im Minijob - Ambulante Pflege Janz,Pflegefachmann/-frau (Altenpflege),Ambulante Pflege Janz GmbH,2026-04-02,2026-04-02,Burgwedel,Niedersachsen,30938,Deutschland
12513-0007632731-S,Praktikum in der Pflege,Altenpflegehelfer/in,Verein Krankenhaus Waldfriede e. V.,2026-04-01,2026-03-18,Berlin,Berlin,14163,Deutschland
14751-143A1878-S,Personaldisponent (m/w/d) Pflege,Personaldisponent/in,NKV GmbH,2026-03-18,2026-03-18,Bünde,Nordrhein-Westfalen,32257,Deutschland
10001-1002786408-S,Hauswirtschaftskraft (m/w/d) für Pflege-Wohngemeinschaften,Helfer/in - Hauswirtschaft,Pflege an der Volme GmbH,2026-03-19,2026-03-18,Schalksmühle,Nordrhein-Westfalen,58579,Deutschland
15079-k28811.4670-S,Pflegefachkraft (m/w/d) für die ambulante Pflege,Altenpfleger/in,Cosmea Pflege Mannheim GmbH,2026-03-28,2026-03-27,Mannheim,Baden-Württemberg,68259,Deutschland
12336-a26f914j0424995-S,Medizinstudierende (m/w/d) in der Pflege,Altenpflegehelfer/in,KLINIK BAVARIA Kreischa / Zscheckwitz,2026-03-17,2026-03-17,Kreischa bei Dresden,Sachsen,01731,Deutschland
13635-b54562b0_JB5110567-S,Ergotherapeut (m/w/d) in der stationären Pflege ,Ergotherapeut/in,Mirabelle Care GmbH & Mirabelle Holding GmbH,2026-03-30,2026-03-30,"Gotha, Thüringen",Thüringen,99867,Deutschland
12509-3255531-S,Pflegefachfrau/Pflegefachmann w/m/d für die ambulante Pflege,Altenpfleger/in,Caritasverband  Herten e.V.,2026-03-30,2026-03-30,"Herten, Westfalen",Nordrhein-Westfalen,45699,Deutschland
12513-0007634297-S,Pflegehilfskraft (w/m/d)  – Ambulante Pflege,Altenpflegehelfer/in,Teheim Solingen,2026-03-30,2026-03-30,Solingen,Nordrhein-Westfalen,42719,Deutschland
10001-1002716922-S,Lehrer*in für die Pflege (w/m/d),Pflegepädagoge/-pädagogin,BTB Schulzentrum gGmbH,2026-03-06,2026-03-06,Berlin,Berlin,10178,Deutschland
12513-0007631903-S,Praktikum in der Pflege,Gesundheits- und Krankenpfleger/in,Evangelisches Krankenhaus Wesel GmbH,2026-04-01,2026-03-23,Wesel am Rhein,Nordrhein-Westfalen,46483,Deutschland
14385-488-2539331-26-S,Hilfskraft Pflege (m/w/d) ,Ambulante/r Pfleger/in,ARWA Personaldienstleistungen GmbH,2026-03-17,2026-03-17,"Gotha, Thüringen",Thüringen,99867,Deutschland
13635-a7f93da2_JB5095835-S,Assistenzkraft Pflege (m/w/d),Altenpflegehelfer/in,Vinzenz von Paul gGmbH,2026-03-16,2026-03-16,"Börtlingen, Kreis Göppingen",Baden-Württemberg,73104,Deutschland
13243-15958395-JB-S,Mitarbeiter für die Betreuung und Pflege (m/w/d),Pflegefachmann/-frau (Gesundheits- und Krankenpflege),Förder- und Wohnstätten gGmbH,2026-04-02,2026-04-02,Kettig bei Koblenz am Rhein,Rheinland-Pfalz,56220,Deutschland
10000-1206035550-S,Pflege-Ausbildung 2026,Pflegefachmann/-frau (Ausbildung),Ravensberger Residenz GmbH Ravensberger Stift,2026-08-01,2026-03-31,Bünde,Nordrhein-Westfalen,32257,Deutschland
18430-0063890024-S,Pflegefachkraft | ambulante Pflege (m/w/d),Pflegefachmann/-frau (Altenpflege),aiutanda Süd-Ost GmbH,2026-04-01,2026-03-31,Weißwasser/Oberlausitz,Sachsen,02943,Deutschland
14891-0063692024-S,Fachleitung Pflege (m/w/d),Pflegefachmann/-frau (Ausbildung),Lafim-Diakonie für Menschen im Alter gemeinnützige GmbH,2026-03-25,2026-03-23,Teltow,Brandenburg,14513,Deutschland
14087-FAPRIXZSJQUX2PYS-S,Pflegehelfer (m/w/d) für die ambulante Pflege,Ambulante/r Pfleger/in,Perso Plankontor,2026-03-31,2026-03-31,Berlin,Berlin,13187,Deutschland
10001-1002823455-S,Nachtwache Pflege (m/w/d) Dresden – Vollzeit / Teilzeit,Nachtwache - Pflege,GS Company Cottbus GmbH & Co. KG,2026-03-25,2026-03-25,Dresden,Sachsen,01067,Deutschland
10001-1002823406-S,Dauernachtwache Pflege (m/w/d) Dresden – Pflegeheim Nachtdienst,Nachtwache - Pflege,GS Company Cottbus GmbH & Co. KG,2026-03-25,2026-03-25,Dresden,Sachsen,01067,Deutschland
13635-2fe0d20d_JB5098952-S,Haushaltshilfe in der ambulanten Pflege (m/w/d),Helfer/in - Hauswirtschaft,Prima Pflege Netzwerk GmbH,2026-03-19,2026-03-19,"Jork, Niederelbe",Niedersachsen,21635,Deutschland
10001-1002783550-S,Dauernachtwache Pflege (m/w/d) – Seniorenresidenz Altenholz,Nachtwache - Pflege,GS Company Cottbus GmbH & Co. KG,2026-03-18,2026-03-18,Kiel,Schleswig-Holstein,24106,Deutschland
